driver_id,risk_level,reputation,latitude,longitude
1ac8c62a2605b9a15d7e7cf29352f511,3,3.8,,
1acb8c235286686909e3e80e37a135cb,2,3.2,,
1acdd84508ce83eb6018de8ec6d252dd,2,3.4,,
1ad050adaf41756550e002dec564ffef,1,3.8,,
1ad19c24d90bb2a561806353d48f1900,1,3.6,,
1ad22266f6909a42c90ca46aa8d49e76,2,3.8,,
1ad4055baa96385acd5167a36ead2b69,2,3.5,,
1ad8892c1f6a544b3b61b32c4c98631e,3,3.4,,
1adcf9c65935b66858bd697ca5efb5b8,2,3,,
1add8784f4dc47081f94079ec1088f1b,2,3.1,,
1ade86dbecd25a649cc2ccd002bdc3e7,1,3.2,,
1ae184ba53b76da6263203320ea271c6,3,3.3,,
1ae6a55746726b13b34cb6367cad93ac,2,3.5,,
1aeaec348fc71a75ab7db94e53882629,1,3.4,,
1aecbecc3f925c28f19ac9158d8a228d,1,3.6,,
1af0ffd43b352f6f6727d067e2cb8219,1,3.3,,
1af34620109a3dc420a88bce112a7044,2,3.8,,
1af40b02343aeaaf5a067c86ec779f27,1,3.4,,
1af43414ae86d659458de5f2d7362694,1,3.6,,
1af6197eb9779d8d449b8167157d9316,2,3.6,,
1af77c7810fa062806f9d662e57ed27a,2,3.3,,
1afa1e42bc374b70066c6dedc1f1b1cd,2,3.5,,
1afd8b1ae2da08301d91d9e0a86543ea,2,3.3,,
1b00f17b6928f6f0747fb9589832d12f,1,3.4,,
1b01568ee125e358a58df494e2c49a10,1,3.8,,
1b03e8c26a214a39f0a772fff5e6cd5e,1,3.9,,
1b0beb1562a43ab0df6fafecb374b76e,1,4,,
1b0c6717defc8ad4d1afcbab338d03ee,2,4,,
1b0d71a8d39981afc7478daedbb85be9,1,3.1,,
1b0ef393b2ca485a747da994531b6434,2,3.5,,
1b177fbd319d3607595a2b6b04a225a2,3,3.3,,
1b17f3f21bc1ab5b6bfee9f15ac6bc5f,2,3.8,,
1b18f63113b6348353fa50669d01234b,1,3.5,,
1b1cb02e2a30ad8eccfa588d53389ff4,2,4,,
1b1ea1cde534c13c49952b9045e269c5,1,3.5,,
1b1ea6e96ca146ea6f113dc924f826e0,1,3.8,,
1b1ecfa8f61f6810acbb49c265ffdd7e,1,2.4,,
1b206c7cfd5b5f5e65989141acb2ae97,1,3.8,,
1b218b7e266f19cce2c18156a1d9bf2f,1,3.3,,
1b2247d93b21e6deff4bf40818599ec6,1,3.3,,
1b24981586cf9b6f7e9e6d327fd710de,1,3.7,,
1b265d10d937efbc119d89ca82fba85d,2,3.3,,
1b276a24c73400528fa145c462af654f,1,3.6,,
1b2aa07a6c74efb248096442f0f11647,1,3.2,,
1b2c07218e67a066a2c3c6348a4485bc,2,3.5,,
1b30ca25e5c6bb04e7725bf98dc3d1e5,3,3.3,,
1b34889a174e5aa85ea20d6ba2f8c425,1,3.6,,
1b35aa834c53563ebd1e537f6ab27609,2,3.3,,
1b3b7a677f06bff0f1e273a6e4f854c4,2,3.2,,
1b3ca514fce6c9cb2d8650f84abfba1d,2,3.3,,
1b3e20f166d30e5dd376890b864ef691,2,2.5,,
1b44e0777cc1e3f5dc75fbeffdf426c0,2,3.3,,
1b49e6096a6c91fd76075fb8679f6136,3,3.5,,
1b4c7b90580f963c554968fa5f0f4941,2,3.3,,
1b4fe69f839cd6aa10533ad8b23f7b49,2,3.3,,
1b52ff5a80427300651dd81742383264,3,3.2,,
1b53e3c8f816ea452ea4c891abb85d06,1,3.4,,
1b54e1cb679e70515c4a2c302c942a90,1,3.8,,
1b5594ea30f46904b124ec6aa7f569a3,3,4.3,,
1b56288472a4df76eb3fc88254ebadea,1,3.7,,
1b56573fb77feca6d5bea1981a915b1f,1,3.7,,
1b573b2e9fb019f54478e527223d93f3,1,3.1,,
1b58b751bf468df2e9b944d5edd9b080,3,3.4,,
1b5990b7bb0e9163529fd43b3e61b6e4,2,4,,
1b59dd5dd3e3ac00d12b98b5ae0e9275,1,3.1,,
1b5fd6d2c004cbf6f97bbd049e83381a,3,3.6,,
1b666bf1ef72965554b28f159b631c4c,1,4,,
1b6bb5b0be3393fc49b6e064bc10dbfc,1,3.5,,
1b713c5548d28143f7b6d9bbbeaf0bdc,2,3.2,,
1b74136e6546c16426dfb8f55b347e81,3,3.4,,
1b7648c465b3c16e8cffea773cd15f16,3,4.3,,
1b78790759d6acce5320a4f7dc111d1f,1,3.2,,
1b7cd4aca172ddab35fe347a6fa6761b,1,3.1,,
1b7ee7e54a574848652fc1f30ecd4960,1,3.1,,
1b7f587346a94b814f80cdd3ee23ecd5,1,3.2,,
1b80990df2afc7b688213aee84b4332f,3,4.3,,
1b813c3f4ac4c2d58bff3c688f944c43,1,3.3,,
1b837a318066b642e1fe25a955a14a81,1,3.3,,
1b8a3108448d565225fb8a407a8c4f62,2,3,,
1b8ae74c2da12246f453d881a8fdd09a,1,4,,
1b8de1bb23dc5d903993edfb40a2513c,2,4.3,,
1b93e14504be1eb9b99672f53c68f998,3,3.3,,
1b959cd9cc41e77d873f265074fc6031,2,4.3,,
1b9a0200ca1235325bfd6fd6cf9e8c06,1,3.7,,
1b9bc034df21ea7617b9669464478cd1,3,3.5,,
1b9fdba56b902f47bd2392cff1f6281d,1,4.2,,
1ba0d14277686db77395047aa6048750,1,3.6,,
1ba4e35cb733fb3253743506f45091cd,3,4.2,,
1ba4f936ba619593aae2ba9a4eba8b26,2,3.7,,
1ba6346582fa841d37d1df9573c0fcde,1,3.7,,
1ba8bf50c6fc2d4cc617be189ff383ef,1,4,,
1baa7623425f3832b7b0e08bf01409b5,1,3.5,,
1baa9c0f93f1c46e1b324d9eb1784d82,2,3.4,,
1bab54f2de1ae193aebd91c36d04761d,3,4.1,,
1bb1cf2682173df0841ea56aff4b4765,1,3.7,,
1bb3adc9dcaca345ada40920b2d658c8,1,3.5,,
1bb5ef88d16285d1d0b32cf0b4f5f0dc,2,3.6,,
1bba00924d96b8b23d8c57fc7d82f414,1,3.3,,
1bba320a05095c86308da152d3439119,1,3.8,,
1bbc5bf0b60522dc75c43b0f229799b5,1,3.3,,
1bbfd01d6ce132b59f1eacabc526d3b6,1,3.1,,
1bc02f598e83aa5c05a7ecf5b9d02483,1,3.6,,
1bc09b11b13d22a506fe1051a4325e65,1,3.8,,
1bc213d9c2740493be4f5719948400ee,1,3.3,,
1bc5055b0fe0eaa41547fb510265eed1,1,3.1,,
1bc725730fd94ea93b89f9a42e98af4d,2,4,,
1bcf0081c1f757acaf721c9bd7721f5e,2,3.8,,
1bd07fb79a60fd0124cc8427f3898075,2,3.2,,
1bd0bab434d0ec6f5fa9482577e2bd0f,2,3.8,,
1bd229051115978c863913e8b1090465,2,3.3,,
1bd2a5681ec87b3030ab4d364a6a3714,1,3,,
1bd4f70a90491770398bf7c527935d15,1,3.4,,
1bd7c659aad47ab8e96a480874ee3272,1,3.8,,
1bd831b8f1751e963734cb3bec332933,1,3,,
1bda4a85bc8eec04e50af8febe760142,2,3.4,,
1bdf3fdd8dd89a7cfd85487ceabc1133,1,3.4,,
1bdf5b7b67f06955f63cbfeeb642c315,3,3.4,,
1be979900a5584f615e53581119a0506,3,3.5,,
1bec35fc214da7486f722aadf5570fc7,1,3.8,,
1bedef013a1d36b510fea618e09c4086,2,3.7,,
1bef50032b2bcd4676f85309a9da1822,1,4,,
1bf200f783489ab649bc845b22b1da3a,1,3.8,,
1bf470a5f13bd8fc78e912dc622305e9,3,3.8,,
1bf61a4c0381a0bfdb7e235f44880f1d,2,3.7,,
1bf6d8d4811033c7ea13841ab0bbab6e,1,3.6,,
1c00df3d8cf10cce7722b4f85fab84f1,2,3.5,,
1c032940f84bd64a29af5450ab148bd9,3,3.2,,
1c04ede615a2e8e839e9ee15de21ef84,1,4,,
1c0512616205c7e792ddcab3c33161f9,1,4,,
1c055ebe00c3598ff7f7ede618a8677c,2,3.5,,
1c1029790a95e4d2e97f410ec8735c04,2,4.2,,
1c116b7f8d57cd475148560967a2c8fa,2,3.6,,
1c147bef80d87c6253936a528253504b,1,3.5,,
1c151d4f90ac78033a934d27f116a398,1,3.4,,
1c15dff562de1aa557929fc961772940,1,3.5,,
1c16c17563ab79036f0efc50c65ca028,1,3,,
1c184026a1a2342269cd26f9c50add5b,1,3.3,,
1c19ce8fddef76e166cd8ca85ea24e80,2,3.4,,
1c1d91af77280ed13fa8616f55763276,1,3.2,,
1c1de04800fce58c5ff16244dba0c788,3,3.7,,
1c2298cf780c0dda09d08f8bfbbeb905,1,3.4,,
1c261b818b34cf2bfa19abdf69c5302b,1,3.3,,
1c29d5be548286c0bef3fbc369683be0,2,3.5,,
1c2ca56171cfa77440eb35a2ced9df3c,1,3.4,,
1c2cfbb3860961132c9d05879152ce2b,3,3.7,,
1c30ab858a4046964768da29f0a85b20,1,3.4,,
1c31b1b56f7b44f0eefb3537239f5756,1,3.8,,
1c332c3f5d308688ecd9fbdd6bf96960,2,3.2,,
1c35773f6e460bdcc5b1aa2e4c4a2367,1,3.5,,
1c3b5df9ad95595580897c3ea36ea46b,2,3.2,,
1c3ba97994aea229041b1d1e7eec4e19,1,3.9,,
1c3fb1ec526b5d998de82692ac2b0e7a,1,3.8,,
1c423ec37b9707a3b2b0121a90f7fe57,2,3.7,,
1c46b906acc0d94208dad79491db3294,1,3.7,,
1c47beba1229a123040332118b4906a3,2,3.3,,
1c49a0e470cfd8cb6ee013f9a11d55b7,2,3.1,,
1c4aab2c58b28fc4febad982c01363ac,1,3.4,,
1c50178f383998516ae26a20bcb1cde6,1,3.8,,
1c50a39d341380c9223875d1db0deebd,1,3.1,,
1c52ccebdc02d91172ac58b83cbe7c3d,2,3.3,,
1c53eb1dbafb89185b5829dd0d13091a,2,4,,
1c58372496a698a54331d9064e0aef38,2,4,,
1c5e20e175479f3fd936c7bdff7c03c3,2,4,,
1c5fa1ebe10a609d15e22658a30a3d4c,2,3.3,,
1c60c3a08f8b1aff2a8143e13e0364c8,1,3.6,,
1c624c752bd41958b6458fe5303d4ecf,1,4,,
1c64fd7deb6df82aebf059e8a08e516c,2,3.2,,
1c695f661a89a2a41d64a4194f1fbd4e,2,3.1,,
1c6a4b7a1195dcab92b1df951d70092e,2,3.3,,
1c6dd8de0ed61817b45705cba88df2d6,3,3.3,,
1c6e65628c6bb2b35214e9a360626006,2,3.2,,
1c6eea3e4f71b56572f461758a8bf45f,1,3.4,,
1c6fc275c7a4d14c8560f26bf77b5116,2,3.1,,
1c78d4d9aed3e95471dc60ba35fc42cd,1,4,,
1c7b2e45435be15f946dfe4a94c5e4a2,1,3.2,,
1c7ba118fed6aa047d6d24ce4d8ccc1c,1,3.5,,
1c7cd7dabe93de88c334f4e46021faad,1,3.3,,
1c7dc707b7496141475b15ad61752ad5,1,3.4,,
1c7e0cdd293d542abbb3e1df7c6940fc,1,2.7,,
1c810606420cc6040c25665837597e8a,1,3.2,,
1c838ee27cc66a9a5a37903480a06600,2,4.3,,
1c83a15c3c14d9dd958d61967e28544f,1,3.5,,
1c85a13a3978322dd3468db677943b9e,1,4.2,,
1c87bea1cb1552d88c8ec791fa778b84,1,3.3,,
1c8ae66e48a6a8432fa31b858b247b5b,2,3.1,,
1c8e7810dd49970240e4fcf53b471152,3,3.1,,
1c8fad2265cf88b2a9cd28394b07fb8d,1,3.5,,
1c950e74d0a0e570cba94a91ff31d7b2,3,3.5,,
1c97acdcba5de4ae8adcc49331d172a5,1,3.5,,
1c9cf7d9f7c63f802f6d5c8964f769b4,1,4,,
1c9d2dc9504dae9849c87d4adb813c77,2,3.4,,
1c9fd6d81e84671e1c9b008e4c8e9ddb,2,4,,
1ca1622d48d753ba9ba36e2d0645fd46,2,3.5,,
1ca26a5e0200074a219f23d960b39c86,2,3.9,,
1ca3a3068a7525648ee3eef180d5f558,1,4.2,,
1ca52d54f3162a69c78ba5dd4f3fdf32,2,3.8,,
1ca836e2f11ca9330b0da38aa4b34286,2,4,,
1cab3264299594fde0fcc2f5f0261121,1,4.2,,
1cac0604cec90604ee523a92b96776d0,1,3.5,,
1cb5733a6eb5eef7885b276cedcaf04d,1,3.7,,
1cbbdd844ef00b0206c2ac5da27f92c4,1,4.3,,
1cbf0892587897c7bc42c4d2b889b74e,1,3.6,,
1cc5eb34575c027b69d6f14b36fea018,3,3.2,,
1cc692b0ef9182e3a33553b72a0502b9,1,3.3,,
1ccdd5d258c4126b612a754d75099308,2,3.8,,
1cced37b527e9a031d773f7d937ec194,1,3.9,,
1ccf6660c93169be4fd8f9a84dec0836,1,2.9,,
1cd45d9c025d17d551d43ef0f591cd66,2,3.5,,
1cd9c8a6ceb16d03a6cb3b5e61a1c48a,1,3.3,,
1cdb9fdb58d7e1034e6037bb60c640f7,2,3.3,,
1cdebb846e8626c845545beabf39702b,1,3.5,,
1cdfaea0b21f9ecf2b5cf447a17a7006,1,3.6,,
1ce13961a8055b80472daf699024394b,3,3.9,,
1ce291cb945b30ea33d44f040d42daf0,1,3.8,,
1ce3f317e5e83442c852e56a96d9bb20,3,4,,
1ce88e500c2f70fb4710b3178cb7dcf7,1,3.4,,
1ce9949c3e37775a38f145c80c66c24a,2,3.7,,
1cecb7720ce478476a9780ff6e4bce55,1,3.1,,
1cee53e2daf591eeb450aed524c14d55,2,3.2,,
1cf1730c8f5b66d374aad88752e383d5,1,3.8,,
1cf251e06d71f1793cbd835870352472,2,2.8,,
1cf54d1f110f87a0b493245e5cf5dcac,3,4.3,,
1cf667de1db4969deae4ea041543fef0,1,3.5,,
1cf8a476b4e0fd58ec02a70e5c365397,1,3.2,,
1cf949229122cc77e39042a87962ed2e,1,3.8,,
1cfff82af6fe308fad0408e8dcddd3e9,1,3.4,,
1d04a21cb0bdd082cdcae9f5c3300443,2,3.7,,
1d06e20603702d67be9ba772d0540f5e,2,3.3,,
1d09d203ae748da69934a1251b84eae2,2,3.5,,
1d09fe741de8a084e989930a63549b54,2,3.5,,
1d10d5fd6f9e4aca4a028c95b6c3f2e3,1,3.7,,
1d1181bad8a3265c3550c5fdf6e160b0,1,3,,
1d1d53692b7f0e99018e409e75b130ee,1,3.5,,
1d1daffbc754e423e5b8a105043345b6,1,3.2,,
1d2258b103d9021d203620962fe662f4,1,4,,
1d24eadfa74fa61df9d085a5f48c0a1d,1,3.3,,
1d2511525e8dfe19f3e41b554b2d208f,3,3.1,,
1d274642b19b46d3f4985f67470690d0,1,3.7,,
1d298979a62dc634ba70c6be15520e62,2,3.4,,
1d2a4bbe650cf427a94d85858cd5efae,1,3.6,,
1d2c5ed71969e520f4f680d36f069cbf,2,4,,
1d2c74da32c4e8f09a39f927ac143d63,1,3.7,,
1d2cc1215809af4b71d39429df0c7af8,1,3.3,,
1d2dbb478fca67eecfd1965a15386b0a,1,3.7,,
1d2ebc7ba219645cbd3309e06feea166,2,3.1,,
1d3275cabcf8dc5142d2dec42019cfb1,3,3.4,,
1d3351d44e7fbf18e1ea565d76ae1889,1,3.5,,
1d3414d62d91a0e62d933b658c018d43,1,3.3,,
1d3dded8565f1da780f31f9586195251,1,3.1,,
1d3fefdeae48834cc8cf42770b852c92,2,3.6,,
1d3ff9723d9f5a46efdcc457e43f848b,2,3.6,,
1d42377643d8adf74c9a5e973b29c43c,1,3.3,,
1d43ab5454cfd3177156651694166d60,1,4,,
1d46e5e6a903e9c1b323f838df6962ae,1,4,,
1d48727f45e6a0ba83ffbdf1c561e17b,1,4.3,,
1d48990facc94b6f36ae1208f5831a2f,1,3.7,,
1d49c0b0cac30984bff90cae3700c643,1,3.1,,
1d4c72054a205bcc26190b9d2b6ea366,1,4,,
1d4ccd2eee792ba02c01a9b8114c21fc,1,3.2,,
1d4dff32b76f7b7194996e0463a37001,3,3.5,,
1d4e33da79a6f9fbe5f8a0098cfa1188,1,3,,
1d53ad4a63f4c821d2ec6c45e86a7d7c,2,4,,
1d545c0c750d924b5d7d5b4cca4601a8,2,3.3,,
1d54e4cafcbac64fa21052986c23edb8,2,3.6,,
1d55a2301486b809c7047db7fdb4d6f9,2,3.7,,
1d55bc73409f5eea8502558432fa6ea2,3,3.5,,
1d55e288c4ad9e340d8400372f2c4a3d,3,3.4,,
1d56d25a0042e265ad5655b9c0618bd0,1,3.7,,
1d5f46a86e32d8a8a090e806192669fe,1,3.1,,
1d5fb57bb4c3fedea174a89a860ea246,2,3.7,,
1d60608ef050c7357f325036ee094753,1,3.9,,
1d638d88bed80d7bbb28b445818008a1,2,3.6,,
1d6532cb3659cdd6e462a1c6b6c3c345,2,4,,
1d66589a5f182a49b069e26d25104c45,2,3.3,,
1d66c59ed30a85248c158e61c2d10a77,1,3.8,,
1d6950e63a5dc619ccb5c5d4e3f74254,1,3.3,,
1d6a9866946ff37351c70ff8b525df4b,3,3.7,,
1d768931ae6b4d3b919450a483521caf,1,3.1,,
1d776e604f66e2688ce1d8958b68f39a,2,3.4,,
1d78b5067ac4b4173b01012ddbce74bb,3,3.7,,
1d7d03dec25d52a6af20bdd2cc3236c8,2,3.4,,
1d7f095117d9186602599aa9ed037974,1,3.8,,
1d81a3d74b04614e67fe598629b69c29,2,4,,
1d8206b8d5ee017e0ed4d100c9bfa8fa,2,3.7,,
1d82115a41d1498ea3fdff64aecdc9f1,1,3.3,,
1d846a6c25f6492a96db6ea0e5b01391,2,3.7,,
1d85e323a12b0da8219a245edb853d36,2,3.1,,
1d88ec15632a8a0d1047b6090ad91ffa,2,3.7,,
1d8ae4ff0caf9e98c10cc05eed882183,2,3.5,,
1d8c4d2e488d56d9fbe6f91cc06f50fc,1,4.3,,
1d96a892a46b942362c3e3b9f121bd27,3,3.4,,
1d98a3980c9bef52b6f4135d691408ce,1,3.6,,
1d9a2f4e116070a97bc3be23f1df1921,1,4,,
1d9c2f61ddc9dcd88bc5b6a3378022a8,2,3.4,,
1d9d768471ec916c251714ac7b1216ec,2,3.7,,
1d9fbd9af5cf8f5b495277d1d912e182,2,3.6,,
1da25d05ce84140eb1a71045cdf43c7d,1,4,,
1da4fa1f78958c24249140b526265b61,2,3.6,,
1da71e68dab68c1ee88f8c11ac79ce64,1,3.5,,
1da8daf95223b0b7aa4a235e9885ca3f,1,3.1,,
1dabc687cd62ece27fa8bea6bc26bf32,1,3.7,,
1dad0692b8fff8691e53f9d6221bbf2b,1,3.7,,
1daf685d44efee5f59485e413d8d021c,1,3,,
1db66b2149e9401513ae48003cf490e4,2,3.5,,
1dba144ffd217507c7b102370813d2c2,1,3.2,,
1dba2c435bd48293476b5a0efa6bf636,1,4.3,,
1dbd35a774f99f8a46c0f928c7475050,1,3.8,,
1dbf94463c303aed9d97c28797833aec,1,3,,
1dbfe52ebb5d2762efbe91a8a3c622c5,3,3.4,,
1dc0b44e8ffb6bec1b6687b15340c57b,3,3.3,,
1dc10db2817a00b9c10188cb31974fe5,1,3.7,,
1dc33c66d729c3fc87e912f9748e70bb,2,3.4,,
1dc35751fff51c8fbe1b85159ea3696d,1,4.3,,
1dc7da76d6916d39a4395ae76d1f4fe2,1,3.1,,
1dca17cadba824cd8a3c82570d211335,1,4.3,,
1dcab9a67a7f6e0c7be56c1fa4bf0a57,2,3.2,,
1dcadffd2ead402235e2fe3bc4d9740f,1,3.8,,
1dcb4ff4e4eab7a64ab3efd3b348a3e1,1,2.9,,
1dcf5ca682efdd55fa51bec4a766d43f,1,3.8,,
1dd438bc8c6fcd2cf718b917ea038892,1,3.1,,
1dd510c530bd9662d7b0bdb3c097bdf8,2,3.5,,
1dd936b4630950ce4146eaa3ba8c74a3,1,3.2,,
1dd96c7f3f2ac075447947f42b8b4a03,1,3.1,,
1ddb4b7efe2a854978c6c031071eadf3,2,3,,
1dde335cc65fbcddb9670f5df6e4c1f8,2,3,,
1de344f4f61a9d55ebdf187f5bdd9b1c,1,3.5,,
1de4db12215831a447eb76164bff6d48,3,3.7,,
1de849e0ab1dfb2d1283dc35f45bc05c,3,3.4,,
1dea7c5867b24502aaafd762f0e254e2,2,4,,
1df1900c6c289260d5b7c9b56266632e,1,3.3,,
1df36cb98dc669bd07fc6f7b273cddc0,3,4,,
1dfa24a6370a69428a5b93479be4bbaa,2,3.6,,
1dfa296c059b0125e89b708588410df3,2,3.5,,
1e03296097f61c00db207b48d9cb431c,1,3.3,,
1e0770bf07255840d72c67db14172d4f,1,3.5,,
1e0c03ae5d1d5f7f301021c1156ce705,1,4,,
1e0d51710320a2f3b48c1ad9277a46ec,1,4,,
1e0e4a029af3744504e8da1ec978622a,1,3.3,,
1e105bad484e9cf38f9cc795d60512dd,2,4.3,,
1e105e41b37bca7e953ed0bacd3b3136,1,3.7,,
1e134dddb168ab36403e8b0bf83000c3,1,3.4,,
1e1593b728707e8e6b314f521f195a06,1,3.2,,
1e15ea6e15197a02ec8777901aa71307,1,3.2,,
1e1732d8cc7d15894e5f8d10efa74461,1,3.9,,
1e187ace3750800ef25ecebbda2b6c06,1,3.6,,
1e18ac4e3f8ed84dfb69bc50c3da0090,1,3.2,,
1e19d454630236e95612e7e88d458f0e,2,3.1,,
1e1ddc7c096a423394f8437092ab12ed,1,3.1,,
1e1dfbc67fec26cdc706133f052d5259,2,3.7,,
1e20f3529c166ce4cd3e0a8bfac77355,1,4,,
1e2648330db1fb704672000a689cf018,1,3.6,,
1e2b5a687235d9a7ef1d0c61560ec2f7,2,3.6,,
1e305f9fb91b7bb40929762a420b1a15,2,3.8,,
1e3112ced75f9b871c6815c15d552d98,1,3.3,,
1e32d9bd3ab08113de064973f317bdaa,1,4,,
1e35043dddc21dafcaf9a819a5b5a39d,3,3.5,,
1e374ddc659b7cf064317531af801e8f,1,3.3,,
1e393f048a0a2f7e4df1c7befa1d3ff1,1,3.5,,
1e3ad3798de00b1f7cbaa03c11edb7c5,3,3.4,,
1e3c019c69a8041fd59c35718d462059,1,3.5,,
1e3c0d5a7e9bb6e35e393562451f07e6,1,3.1,,
1e3c3cf0ea7eebcfb73eaee8d367848a,2,3.7,,
1e418c4b3f621e9569488be399a9cd86,1,3.7,,
1e4636d981d471d3069db279248c01c1,2,3.7,,
1e4697b2b5fc27b225263e448959e1c1,3,3.3,,
1e46fcca5f278daca3e1f277f36d0337,1,3.6,,
1e52f1984a175c5b890e6cdbc4eddb4a,1,3.6,,
1e56f834b7ae93fe072ad7ecd717a0ba,2,3.2,,
1e5e5b37ba296eb0b7433efa94a7ee54,1,3.9,,
1e6173e662de3b8845029b413b51d800,2,4,,
1e61fa492163b86a58bc98df848558b3,1,3.5,,
1e682dd8aa8fcbec4bc7cc59d7025ca1,1,3.5,,
1e6d2475bd2fa6d08c39e0a215ae3e7c,1,4,,
1e6e1fde635af95d7d5b3de120c6ac6f,1,4,,
1e71b6e1bb2125250d49d2b0d4198c77,2,2.2,,
1e727d6f40c4a5e8097d6d81891526f3,1,3.1,,
1e742f6f183396e348dd568a1a419085,1,2.9,,
1e743a6af88097292825ba7288e7a37f,2,3.8,,
1e74a9559c8a89ec2ed802ce80989d57,1,3.9,,
1e75ed1e8669de2a4d6f4273a26a9246,1,3.6,,
1e762cf2d9cbf44a2a69bb07ff68f846,1,3.4,,
1e78d68d54f04f428e497690a3d856a8,2,3.4,,
1e79a03ae81dde7f91c2d46695153afb,1,3.9,,
1e7b15772355a5a4e8e59dfd8caa969a,2,3.2,,
1e7ba32930e444459aafe6ddf9ebbe6e,1,3.7,,
1e7ba52cbc01d0c73aeb306aa18121c9,1,3.7,,
1e7c39b8e3c511221a346fbeaf640402,2,3.7,,
1e7c42af32a406eba5d037018c736a33,1,3.8,,
1e7c478883688f87e99bf6fac94a0565,1,3.5,,
1e7dc8b459592c59dcd3b1e12a76ae58,3,3.2,,
1e856b3df889fa5bd4e4e4ac094b181f,1,3.5,,
1e8781094b8e1761c19307c8b6dab053,1,3.1,,
1e87f549c498ba593868154e68ddf4a8,1,3.1,,
1e88fbd9e52200fd373a1b6757e397b8,1,3.3,,
1e8b5251d4551bfcb15c20205c116789,1,3.3,,
1e8bfea026709a5194da911632715fe4,1,3.7,,
1e907d240f24799f7a9ac8c0c6c84e8f,2,3.3,,
1e9384e048028bf446a0c5a3654f7a22,1,3.5,,
1e95df18053f46b9e6cd8d450ff38277,1,3.6,,
1e96a91adbc097df7893050e8551e09d,3,4,,
1e972a171f022ac8a08a0c87bd076cef,2,3.2,,
1e98967b38a0b5b666ab48df31817050,2,3.3,,
1e997bddba4727ded3222c2949a0d9e2,2,3.5,,
1e9a944de48124aa70d9073ded9a7f19,1,3.8,,
1e9a9ff54999ccd2d040d2a26bb57f10,1,3.3,,
1e9c2474a4048d2d7ae4eca2babc8329,2,3.2,,
1e9c2cb64fea74780e1491627f9040a8,2,3.1,,
1e9c408ef302efd0bc57f59edfed9385,3,3.9,,
1e9d737d5d2e142f249b7feb45ffdf20,3,3.4,,
1e9d8703ef478a34b0a5c439c5a60074,1,3.1,,
1e9e1856933bb313378d669a6cc589b6,2,4,,
1e9f6c5691804532a9b55ea5727d474c,2,3.3,,
1ea212ae03d2c514c4d67f83a8a6f5a8,2,4,,
1ea40ad8797a03b4e75e53a9b5044c05,1,4,,
1ea785c0e37bb8e5b0370c9f26bbc783,2,3.5,,
1ea85b4c52fb31cae22ab9010867ba39,2,3.4,,
1ea8b7e6d4eafebf924e630bc36fc5ea,1,3.8,,
1eacb2cf71c31aa4fcdc1218bf38fb75,1,3.8,,
1eafc305b3a3f10ca47ce46997c73f3a,1,3.4,,
1eb434129a8914ccd0352d2835d8024c,1,3.4,,
1eb5385c4314f2e7b75aa932986c5cbd,1,3.8,,
1eb928167233b8e9136ae74b448aa30f,1,3.9,,
1eba586b26dee4252dbf423c3b76cee9,2,3.8,,
1ebb881116bb2607c4c0773b67e50517,1,3.4,,
1ec07d25177fb589e8c1705ac2289b9f,2,3.2,,
1ec5054278758ad4281d0f30a8498156,2,3.3,,
1ec66a6c707dfda46f9806b447b2abb0,1,3.8,,
1ec8ef24a2c07d21d9b70577aa2d9ed5,2,3.5,,
1ecd17399f24f58e2a666c3081810539,3,3.6,,
1ed330ce493a3c020d2b1e42e7b1a3cd,1,2.8,,
1ed3cd50bb6322bbdee6db09306f868d,2,3.5,,
1ee497dd505d831c994c6340d6e297ac,1,3.2,,
1ee5812f989f87b0a0beb887a0a4db14,2,3.2,,
1ee8ba9ca635cd1e6cb8bb4c914cdc3c,1,3.5,,
1eea8ffb1607bf3f93d291528f18fce3,2,3,,
1eee7ffa0fea869acfe47f82cfa62c58,2,3.4,,
1ef203edcf3c122253546931ee6004e1,3,3.6,,
1ef5af4f6f7cb8bc7b31d98904d6dd32,1,3.2,,
1ef780fcb7536d2e30b2b205613111bb,1,3.5,,
1ef924293f9bf8e791573a9207f2539c,3,3.5,,
1efca2eb542ecd7a8a7664dd7025a1fa,1,3.1,,
1efd8c24657213c37780e83247329240,1,3.6,,
1efd9a0afe0f50e932d7afe6ef10686d,2,3.7,,
1efe07e7fd1e9be8050af5f4c1716d52,2,2.9,,
1efed1bb2d43becef343507714e03a51,2,3.6,,
1eff75b2755ca6251d03694447ebd6cb,3,4,,
1effac267fa8f56bfbcb1383a1ab4732,3,3.5,,
1f02566b62dbe3f69c90e7c547ae79ec,1,4.1,,
1f0297f72bdc949bf0a038d2d57cb683,1,3.7,,
1f02e1d68fa74503e5501e184ed64e1a,1,3.6,,
1f0631ed17917f0cbedeedc699518271,1,3.4,,
1f0633e948aec83973e1ca3f87caf6de,2,3.6,,
1f074a385b546a38e497c0ba656fed97,1,3.8,,
1f0dab17ac4a81af75bbd7ba5b32948a,2,3.7,,
1f10f3b5f42df8d46f0b409808188e98,2,3.6,,
1f11007bbd09d47ee60feb57e9e149d8,2,3.3,,
1f13ba09fddbae61bc411594229c9437,2,4,,
1f183ffe611668baf94e55cc7fcaf923,1,3.5,,
1f1a5eb74248ffe028a2ae8b4bcc2f79,1,3.1,,
